,Location
11141,United States
11142,", "
11143,"La Plata, Argentina"
11144,"Paris, France"
11145,Jersey Girl via PA via Cali
11146,"Nimes, France"
11147,"Washington, DC"
11148,Lebanon
11149,New York
11150,Bahamas
11151,philly
11152,South America 
11153,Italia
11154,Israel
11155,Johannesburg 
11156,"Owerri, Nigeria"
11157,Ire land 
11158,"Toronto, Canada."
11159,Biafra land
11160,Sverige
11161,"Wien, Österreich"
11162,Nigeria
11163,"Udubo, Nigeria"
11164,"Anambra, Nigeria"
11165,Enugu
11166,Nigeria
11167,Biafran land
11168,Nigeria
11169,SLFL 8/26/16 | CGCCT 12/4/19
11170,she/her
11171,"Connecticut, USA"
11172,"Arlington, TX"
11173,"Lagos, Nigeria"
11174,mexico city
11175,"Arlington, TX"
11176,"Port Harcourt, Nigeria"
11177,Uk
11178,BIAFRA
11179,"Islamabad, Pakistan."
11180,"Missouri, USA"
11181,Enugu state
11182,Biafra
11183,onitsha
11184,Kaduna
11185,Geosynchronous orbit over D.C.
11186,Lagos|إمارات 🇳🇬🇦🇪
11187,Nigeria/CPU
11188,Biafra
11189,"Kaduna, Nigeria"
11190,"Washington, DC"
11191,Libya
11192,"Pretoria, South Africa"
11193,"Brussels, Belgium"
11194,Earth
11195,"Kaduna, Nigeria"
11196,"Canicattì, Sicilia"
11197,"Los Angeles, CA"
11198,"Pennsylvania, USA"
11199,East Ootsa
11200,Sherwood
11201,Now I am everywhere.
11202,nigeria
11203,Biafara Land.
11204,Pakistan
11205,", "
11206,USA
11207,Loitering in the UK
11208,"Islamabad, Karachi"
11209,Biafra
11210,"Chicago, IL"
11211,Germany
11212,"Los Angeles, CA"
11213,"Málaga, Andalucía"
11214,Biafra 
11215,netherlands
11216,harry styles dimples
11217,Biafra
11218,"Detroit, Michigan"
11219,"Bremerhaven, Deutschland"
11220,Terra Firma so far.
11221,Musutafu
11222,"New Jersey, USA"
11223,"Massachusetts, USA"
11224,Rio de Janeiro
11225,"Oregon, USA"
11226,", "
11227,"Dunedin, NZ"
11228,"Dubai, United Arab Emirates"
11229,Shillong
11230,Finland
11231,Pakistan
11232,"Abuja,Nigeria"
11233,Worldwide
11234,"Kaduna North Kaduna, Nigeria. "
11235,"Stratford, London"
11236,España
11237,worldwide
11238,"Sutton, London"
11239,Around The World 
11240,Biafra
11241,Sri Lanka
11242,New York City
11243,Latin  America
11244,Brasil
11245,USA
11246,"Kaduna, Nigeria"
11247,"Owerri, Biafra"
11248,Earth 
11249,"Dubai, United Arab Emirates"
11250,"Kaduna, Nigeria"
11251,Nigeria
11252,"Zaria, Nigeria"
11253,"Kaduna, Nigeria"
11254,"Abuja, Nigeria"
11255,kaduna
11256,"Kaduna, Nigeria"
11257,New York City
11258,"Washington, DC"
11259,BAYELSA 
11260,Biafra
11261,Nigeria
11262,"Paris, France"
11263,Nigeria
11264,Nigeria
11265,Nigeria
11266,Biafra Land
11267,"Los Angeles, CA"
11268,Enugu state Biafra land
11269,Kaduna. Nigeria
11270,"Île-de-France, France"
11271,DUBAI  UAE
11272,Mumbai
11273,Australia
11274,"Short Hills, NJ"
11275,"England, United Kingdom"
11276,Senegal
11277,"Anambra, Nigeria"
11278,"Port Harcourt, Nigeria"
11279,Nigeria
11280,Nigeria
11281,Eroda 
11282,Nigeria
11283,BIAFRA
11284,india 
11285,#freepalestine
11286,Aba
11287,"California, USA"
11288,"Onitsha, Biafra "
11289,"Karachi, Pakistan"
11290,Islamabad & Pashkalawati.!
11291,United States
11292,prolly dying somewhere 
11293,Kuala Lumpur Federal Territory
11294,"Lives in Paris, France"
11295,"London, England"
11296,Zoo 
11297,"Maryland, USA"
11298,"Jacksonville, Florida"
11299,She/her
11300,Biafra land
11301,Gambia
11302,"Madrid, Spain"
11303,"promised land, Biafra."
11304,Biafra 
11305,"long island,, NY"
11306,Malaysia
11307,"Birth land, not motherland "
11308,"Kaduna, Nigeria"
11309,"Port Harcourt, Nigeria"
11310,Ottawa / New York 
11311,"Kampala, Uganda"
11312,South Africa
11313,"Washington, D.C."
11314,"Abuja, Nigeria"
11315,"Pali, India"
11316,Pushkalavati
11317,Biafra 
11318,from a little town..
11319,California
11320,"Ogogoro Village, Nigeria"
11321,Biafra
11322,Biafra 
11323,"Oakland, CA"
11324,"New York, NY"
11325,"Lagos, Nigeria"
11326,Park Slope
11327,The Netherlands🇳🇱🇳🇱🇳🇱
11328,Nigeria
11329,"New Delhi, India"
11330,"Oregon, USA"
11331,Biafra land
11332,"Agartala, Tripura, India"
11333,"Landen, OH"
11334,"Rayfield, plateau state"
11335,harry styles 
11336,"London, England"
11337,United States
11338,"Toronto, Canada."
11339,Biafra land
11340,"Munich, Bavaria"
11341,Russia 
11342,Madagascar
11343,South Sudan
11344,Liberia
11345,"Arkansas, USA"
11346,Nigeria
11347,Bhowani Junction
11348,"Oregon, USA"
11349,Atlantic Ocean 
11350,"New Delhi, India"
11351,"Left Coast, Right Mind"
11352,Centrada;a la Diestra con Dios
11353,Ireland
11354,"Roma, Lazio"
11355,Biafra
11356,Any Time Any Place
11357,U.S.A.
11358,Georgetown
11359,"ABA, BIAFRA"
11360,Ala Agwa
11361,Abuja
11362,Occupied Yugara land
11363,Biafra
11364,"East Midlands, England"
11365,unknown
11366,"Kajang, Selangor"
11367,Nepal
11368,chongqing  china
11369,Senegal
11370,168 palm street canifonia USA.
11371,direct to heaven 
11372,"Bhubaneshwar, India"
11373,Biafra Land.
11374,"Lagos, Nigeria"
11375,"Sheffield, England"
11376,"East Flat Rock, NC"
11377,Igweocha
11378,"Lagos, Nigeria"
11379,Somewhere dealing with People
11380,"Kano, Nigeria"
11381,"Lagos, Nigeria"
11382,Nigeria
11383,Somewhere dealing with People
11384,"Golf Estate Enugu, Nigeria"
11385,Biafra
11386,"New York, NY"
11387,igweocha
11388,Singapore
11389,Nigeria
11390,Biafra
11391,Benin
11392,Nigeria
11393,"Port Harcourt, Nigeria"
11394,"Port Harcourt, Nigeria"
11395,Igwuocha 
11396,"Port Harcourt, Nigeria"
11397,Israel
11398,Enugu biafra land
11399,Israel 
11400,Nigeria
11401,"New York, USA"
11402,Aboard The Ferguson
11403,United States
11404,"New York, USA"
11405,"New York, USA"
11406,"Enugu, Nigeria"
11407,"New York, USA"
11408,"New York, USA"
11409,Austria/Switzerland
11410," live in River state,"
11411,"Doha, Qatar"
11412,Nigeria
11413,"New York, USA"
11414,"New York, USA"
11415,"Helsinki, Finland"
11416,"New York, USA"
11417,Deutschland
11418,biafra 
11419,"New York, USA"
11420,"New York, USA"
11421,"Lagos, Nigeria"
11422,Biafra
11423,"New York, USA"
11424,"New York, USA"
11425,"New York, USA"
11426,"🇺🇸 Kansas, USA 🇺🇸"
11427,"Kampala, Uganda"
11428,"New York, USA"
11429,"New York, USA"
11430,Boston
11431,Kitchen Cupboard
11432,Suramerica
11433,Guyana
11434,Nigeria
11435,"Kaduna, Nigeria"
11436,"London, UK"
11437,Middle East
11438,Nigeria
11439,Nigeria
11440,"Kaduna, Nigeria"
11441,"London, England"
11442,"Kaduna, Nigeria"
11443,Nigeria
11444,Claycity Nairobi
11445,Nigeria
11446,Nigeria 🇳🇬
11447,Nigeria
11448,Isle Of the Blessed💧
11449,Europe
11450,Yemen 
11451,Erbil
11452,", "
11453,Iraq/Syria
11454,"Lagos, Nigeria"
11455,Nigeria
11456,India
11457,Nigeria
11458,"Geneva, Switzerland"
11459,Senegal
11460,"Kaduna, Nigeria"
11461,Nigeria
11462,Nigeria
11463,Nigeria
11464,"Washington, DC"
11465,"Pelotas, Brasil"
11466,"Salvador, Brazil"
11467,Johannesburg
11468,#AFRICA #MENA
11469,Zimbabwe
11470,Guwahati
11471,"Manila, Philippines"
11472,Heaven Bound
11473,"ÜT: 7.49792,4.51707"
11474,"Abuja, Nigeria"
11475,", "
11476,PlaceLess
11477,"Kaduna, Nigeria"
11478,"Barabanki, India"
11479,"New York, USA"
11480,"Abuja, Nigeria"
11481,Cambridge
11482,"Gombe, Nigeria"
11483,"Kaduna, Nigeria"
11484,Nigeria
11485,Quebec
11486,"Mumbai, India"
11487,"Lake House, Sri Lanka"
11488,"Accra, Ghana"
11489,"Arlington, TX"
11490,Jungkooks thigh
11491,"Gujarat, India"
11492,ꜱ/ʜ | slow at dms ★
11493,ꜱ/ʜ | slow at dms ★
11494,library pavilion
11495,Earth
11496,Nepal
11497,California
11498,"Arlington, TX"
11499,"Arlington, TX"
11500,osaka japan
11501,Below the equator
11502,Ghana
11503,"Nairobi, Kenya"
11504,Stolen Occupied Tongva land
11505,The Road
11506,Sverige
11507,Hella mad at the denver DA
11508,Gadigal Land
11509,La La Land
11510,"Arlington, TX"
11511,La La Land
11512,"Indiana, USA"
11513,"New York, NY"
11514,"Port Harcourt, Nigeria"
11515,"Arlington, TX"
11516,"Arlington, TX"
11517,"Washington, DC"
11518,"Arlington, TX"
11519,"-33.880375,18.677647"
11520,Ethiopia
11521,"Lisbon, Portugal"
11522,"Imo, Nigeria"
11523,He/Him
11524,Africa 
11525,Africa 
11526,Africa.
11527,"1090 Vienna, Austria"
11528,", "
11529,"Peshawar, Pakistan "
11530,United States
11531,"Uttar Pradesh, India"
11532,"New York, NY"
11533,In the here and now 
11534,Puerto Cabello-Venezuela
11535,"Georgia, USA"
11536,USA
11537,Italy Milan🇮🇹
11538,"New Delhi, India"
11539,Education is the most powerful weapon you can use to change the world. - Nelson Mandela
11540,"Arlington, TX"
11541,Down South
11542,"Bhopal, India"
11543,"Bhopal, India"
11544,Monrovia Liberia.
11545,"Harare, Zimbabwe"
11546,"Thane, India"
11547,Monrovia Liberia.
11548,"Harare, Zimbabwe"
11549,"San Diego, CA"
11550,Monrovia Liberia.
11551,Kolkata
11552,"Georgia, USA"
11553,"Georgia, USA"
11554,"Cape Town, South Africa"
11555,Marondera
11556,"Harare, Zimbabwe"
11557,South Africa
11558,"Harare, Zimbabwe"
11559,"NARO, Uganda"
11560,"NARO, Uganda"
11561,México
11562,"Harare, Zimbabwe"
11563,Antarctica
11564,zardulustan
11565,"Karachi, Pakistan"
11566,"Louisiana, USA"
11567,"İstanbul, Türkiye"
11568,"Somewhere, USA"
11569,Sovereign Space 
11570,"Pipariya, India"
11571,Lagos Nigeria
11572,Donde peligre la libertad
11573,Planet Earth
11574,", "
11575,"Massachusetts, USA"
11576,"Valley City, OH"
11577,USA
11578,"Valley City, OH"
11579,Maharashtra
11580,she/ella
11581,"Igbokoda, Nigeria"
11582,", "
11583,", "
11584,Imperial Core
11585,OrtonWorld
11586,Tuguegarao City
11587,Captain America &Lt Philippins
11588,Los Angeles
11589,Shillong
11590,"Georgia, USA"
11591,"Dhaka, Bangladesh"
11592,Stolen Iroquois Land
11593,"Arlington, TX"
11594,"Gainesville, GA"
11595,"Arlington, TX"
11596,"New York, USA"
11597,"New York, USA"
11598,"New York, USA"
11599,"New York, USA"
11600,"New York, USA"
11601,"New York, USA"
11602,"Washington, DC"
11603,"New York, USA"
11604,"New York, USA"
11605,"New York, USA"
11606,"New York, USA"
11607,"New York, USA"
11608,"New York, USA"
11609,"New York, USA"
11610,"New York, USA"
11611,"New York, USA"
11612,"New York, USA"
11613,"New York, USA"
11614,Quezon City
11615,"New York, USA"
11616,Captain America &Lt Philippins
11617,"New York, USA"
11618,Captain America &Lt Philippins
11619,"New York, USA"
11620,Captain America &Lt Philippins
11621,"New York, USA"
11622,"New York, USA"
11623,"New York, USA"
11624,"New York, USA"
11625,"New York, USA"
11626,"New York, USA"
11627,"New York, USA"
11628,"Manila, Philippines"
11629,"New York, USA"
11630,"New York, USA"
11631,EARTH undercover
11632,"New York, USA"
11633,"New York, USA"
11634,Keiki o ka ʻĀina 
11635,"New York, USA"
11636,"New York, USA"
11637,"New York, USA"
11638,"New York, USA"
11639,"New York, USA"
11640,United States
11641,"New York, USA"
11642,", "
11643,WORLD
11644,Danger Zone 
11645,904
11646,"Cedar Falls, IA"
11647,"Imphal, India"
11648,"Pennsylvania, USA"
11649,"Miranda, Venezuela"
11650,North America
11651,spoof doke
11652,"Washington, D.C."
11653,ㅤ
11654,"Harrison, TN"
11655,"Florida, USA"
11656,Missouri
11657,"Oakland, CA"
11658,America
11659,America
11660,Nigeria
11661,Earth
11662,Nigeria
11663,United States
11664,Nigeria
11665,"Niagara Falls, NY"
11666,United Kingdom
11667,"Richmond, VA"
11668,"Lucknow, India"
11669,Occupied Cascadia
11670,Nigeria
11671,Nigeria
11672,Montreal
11673,"Florida, USA"
11674,Nigeria
11675,Stamford bridge
11676,Nigeria
11677,Nigeria
11678,Nigeria
11679,Pennsylvania 
11680,Nigeria
11681,Puerto Rico
11682,Detroit
11683,"Los Angeles, CA"
11684,cp_degrootkeep
11685,😜
11686,"Harlem, NYC"
11687,"New York, NY"
11688,"Vancouver, British Columbia"
11689,Left Coast
11690,Stamford bridge
11691,DMV
11692,Quito Ecuador
11693,Missouree
11694,Nigeria
11695,Nigeria
11696,República Socialista Soviética del Salto Oriental (Uruguay)
11697,Missouree
11698,"Salford, England"
11699,"Chesterfield, MO"
11700,Nigeria
11701,"Traverse City, MI"
11702,"Miami, Oklahoma"
11703,...
11704,Nigeria
11705,"Fulton, MO"
11706,"Atlanta, GA"
11707,Guyana
11708,Bologna Italy
11709,Behind the Veil of Ignorance
11710,Apátrida
11711,conspiracy theorist
11712,"San Francisco, CA"
11713,RTs are not endorsements. Views expressed are our own. They/Them. A better world is possible.
11714,"Heart of the Empire, He/Him "
11715,", "
11716,they
11717,"Sacramento, CA"
11718,Philadelphia - Lenapehoking
11719,"Media, PA"
11720,"Miami, FL."
11721,"Georgia, USA"
11722,"Washington, DC"
11723,"Seattle, WA"
11724,"London, England"
11725,Råbykorset
11726,", "
11727,"Canada, British Columbia, Port Coquitlam"
11728,London
11729,LA via Leningrad
11730,"Washington, DC"
11731,in Babylon...not of babylon
11732,", "
11733,Nigeria
11734,PNW
11735,Brit in San Diego
11736,"Texas, USA"
11737,", "
11738,Chinuk Illahee
11739,Ununited States
11740,San Diego County
11741,Patwin land
11742,new york
11743,"El campo, Santa Fe, Argentina"
11744,"Indiana, USA"
11745,Cal-yee-haw-fornia
11746,he/him
11747,"COS, TULSA, CHS, YOOPER"
11748,at the bottom of the world
11749,"t near L.A."", "
11750,"London, England"
11751,"London, England"
11752,Swampburb
11753,Santiago - Talcahuano
11754,Nigeria
11755,"Wyoming, USA"
11756,"Georgetown, Guyana"
11757,"ڈیرہ غازی خان, پاکستان🇵🇰🇵🇰"
11758,she/her
11759,Global
11760,U.S.A.
11761,me I am bricklayer 
11762,"Huntsville, AL"
11763,Nigeria
11764,in the quantum field
11765,"New York, NY"
11766,✿ s/h
11767,Nightmares
11768,"Lahore, Pakistan"
11769,Nigeria
11770,"Arlington, TX"
11771,✿ s/h
11772,United States
11773,"Colón , Matanzas , Cuba."
11774,N Alfa Centauro 
11775,"Phoenix, AZ"
11776,"Washington, DC"
11777,"Texas, USA"
11778,"Washington, DC"
11779,United States
11780,"Washington, DC"
11781,United States
11782,"Washington, DC"
11783,Wakanda
11784,"Ohio, USA"
11785,Los Angeles
11786,Earth
11787,", "
11788,Afghanistan 
11789,Leeds
11790,Pancake whees everywhere
11791,"Jayakarta, Indonesia"
11792,Pancake whees everywhere
11793,"Washington, DC"
11794,"Washington, DC"
11795,Anfield 
11796,Republic of Macedonia
11797,"Baltimore, MD"
11798,"Baltimore, MD"
11799,"Warri, Nigeria"
11800,"Washington, DC"
11801,Cuidad de Mexico
11802,"Washington, DC"
11803,AlfinalDelTunelHayluz
11804,In Every Revolution
11805,"New York, USA"
11806,"Jupiter, Florida"
11807,"Tampa, FL"
11808,"Washington, DC"
11809,"Nairobi, Kenya"
11810,Montreal
11811,"New York, USA"
11812,"New York, USA"
11813,"New York, USA"
11814,Heavens Law:Heavens Judgement
11815,"New York, USA"
11816,"New York, USA"
11817,South Sudan
11818,International
11819,"Pochinki , Erangel"
11820,"New York, USA"
11821,"Skopje, North Macedonia"
11822,"New York, USA"
11823,"New York, USA"
11824,"Multan, Pakistan"
11825,"New York, USA"
11826,"New York, USA"
11827,"Alexandria, VA"
11828,New York
11829,"New York, USA"
11830,"New York, USA"
11831,"New York, USA"
11832,"New York, USA"
11833,"New York, USA"
11834,"New York, USA"
11835,"New York, USA"
11836,"Harare, Zimbabwe"
11837,Heavens Law:Heavens Judgement
11838,"Maseru, Lesotho"
11839,"Maseru, Lesotho"
11840,", "
11841,"Ζάκυνθος, Ελλάς"
11842,Heavens Law:Heavens Judgement
11843,"Madrid, España"
11844,Kuwait
11845,Heavens Law:Heavens Judgement
11846,"Karachi, Pakistan"
11847,Heavens Law:Heavens Judgement
11848,Heavens Law:Heavens Judgement
11849,"California, USA"
11850,iran
11851,Northeast United States
11852,Heavens Law:Heavens Judgement
11853,"Global (HQ: Beverly Hills, CA)"
11854,"Washington, DC"
11855,"Caracas, Venezuela"
11856,"New Delhi, India"
11857,"Washington, DC"
11858,Apki aukaat se bahir
11859,"Round Rock, Tx  USA"
11860,Cuba - Visítanos en:
11861,"Washington, DC"
11862,United States of America 
11863,Cardiff
11864,Cardiff
11865,Heavens Law:Heavens Judgement
11866,"Washington, DC"
11867,"Dimapur Nagaland, India"
11868,"Washington, USA"
11869,⭕️
11870,"Manchester, England"
11871,"Washington, DC"
11872,"Washington, USA"
11873,", "
11874,"San Francisco, CA"
11875,Pakistan 
11876,"Chevy Chase, MD"
11877,"Garissa, Kenya"
11878,Nepal
11879,"Moscow, Russia"
11880,"Amman, Jordan"
11881,United States
11882,"Kano, Nigeria"
11883,"Washington, D.C."
11884,SIENA-ITALIA
11885,"New Jersey, USA"
11886,Abu Dhabi
11887,Waikiki
11888,"Tehran, Iran"
11889,bhot ziyada payne
11890,From  Heaven  Above 
11891,المملكة العربية السعودية
11892,The United States of America
11893,United States
11894,DC
11895,"Dept. of State, Washington, DC"
11896,"Lucknow, India"
11897,"Madrid, España"
11898,"Mumbai, India"
11899,"Mumbai, India"
11900,"Mumbai, India"
11901,"Alpharetta, GA"
11902,Horn of Africa
11903,RI | Washington DC | The World
11904,"Nairobi, Kenya"
11905,"Lagos,Nigeria"
11906,New Orleans
11907,"Varanasi, India"
11908,Zimbabwe
11909,Biafra
11910,England most often
11911,Zimbabwe
11912,"Washington, DC"
11913,India
11914,"Aurora, IL"
11915,"Toronto, Ontario"
11916,"Mobile, AL"
11917,"Littoral, Cameroon"
11918,in your spaghetti
11919,"m right here ..."", "
11920,"Horsforth & Rawdon, Leeds, UK"
11921,19
11922,The Isle of Lesb(ian)os
11923,"Charlotte, NC"
11924,"Phoenix, Arizona"
11925,Philippines
11926,South Florida
11927,"London, England"
11928,United States
11929,Tunapuna
11930,Nigeria
11931,TX
11932,ELSEWHERE 
11933,In between Disney Cruises
11934,🇳🇬
11935,"California, USA"
11936,"San Jose, CA"
11937,East Tennessee 
11938,"Amityville, NY"
11939,"Benin-City, Nigeria"
11940,Canada
11941,Kootenay Boundary E
11942,in kaotomo hell (//∇//)
11943,"Vancouver, British Columbia"
11944,"Nate, 4/19, never forgotten."
11945,"Bolívar, Colombia"
11946,Mariah’s World ✨
11947,iu bts nct atz d6 mm rv tr txt
11948,In the Underworld
11949,Los Angeles
11950,United States
11951,M A R S
11952,No DDOS-ing ;}
11953,DC
11954,Disney
11955,"San Diego, CA"
11956,AnCapistan
11957,"Ontario, Canada"
11958,LANDAN
11959,\n
11960,"Michigan, USA"
11961,"Oakland, CA"
11962,she/her
11963,Our House
11964,"Indiana, USA"
11965,"Florida, USA"
11966,16 • she/her 
11967,"Chambersburg, PA"
11968,sad kids ♡ 
11969,"Ilkeston, Derbyshire"
11970,"Texas, USA"
11971,"Madrid, España"
11972,Canada
11973,"San Diego, California"
11974,"Lisbon, Portugal"
11975,"Eposz, Reach"
11976,t/s ✡ | minor | neurodivergent
11977,"New Delhi, Delhi"
11978,"Texas, USA"
11979,"ਜਲੰਧਰ, ਓਰਿਗਨ"
11980,Ina clouds🍃
11981,Luxembourg
11982,Newcastle Upon Tyne
11983,"ohio , usa"
11984,majm
11985,Michigan
11986,"s so SoCal"", "
11987,s/h
11988,"Auckland Region, New Zealand"
11989,𝒮𝒶𝓅𝓅𝒽𝒾𝒸𝒯𝒽ℯ𝓈𝓅𝒾𝒶𝓃
11990,ramyummie
11991,305
11992,"South Point, OH"
11993,"Belgrade, Republic of Serbia"
11994,dancing
11995,𝙨𝙝𝙚/𝙝𝙚𝙧 
11996,"North Canton, OH"
11997,"West Midlands, England"
11998,"Atlanta, GA"
11999,"Luwero, Uganda"
12000,Bedsitter
12001,Dreamville
12002,"Vietnam, Ireland, London "
12003,"Glasgow, Scotland"
12004,"Bettendorf, Iowa"
12005,An infinite Hilbert Space
12006,KPN  நகர்
12007,Not Markiplier’s House
12008,CO
12009,United States
12010,Toronto
12011,Glasgow
12012,UK
12013,"Harare, Zimbabwe"
12014,KCMO
12015,"London, England"
12016,Canyon Moon
12017,"18, s/h"
12018,"Missouri, USA"
12019,So Cal
12020,"Atlanta, GA"
12021,"Glendale, AZ"
12022,"Texas, USA"
12023,PHG-SLGR-N9
12024,AH🕊
12025,astroworld
12026,la la land
12027,"Chesapeake, VA"
12028,Florida
12029,13rw parody. 
12030,"Abuja, Nigeria"
12031,"Winchester, MA"
12032,All around the globe ✈️🌍
12033,"Nashville, TN"
12034,Brighton & Hove
12035,UK 💤
12036,somewhere in a galaxy far away
12037,Right Here
12038,aub
12039,Mi jus deh ya
12040,"Seattle, WA"
12041,D•[M]•V
12042,United States
12043,Findlay Ohio
12044,Houston MF Texas Hoe
12045,", "
12046,"Bay Area, Californication"
12047,"Zakynthos, Greece"
12048,Hell
12049,She/her
12050,"El Paso, TX"
12051,EU
12052,THE SWATS
12053,Dublin/Ireland
12054,"they/them, she/her"
12055,"Orlando, FL"
12056,Pursuing Happiness
12057,"Scottsdale, AZ"
12058,Left my ❤️ n N. O. ⚜️
12059,"Michigan, USA"
12060,United States
12061,"Winter Park, FL"
12062,Deserted Island
12063,"Port Elizabeth, South Africa"
12064,"East lansing, Mi"
12065,waiting for one direction
12066,"New Jersey, USA"
12067,sof ♡ rose ♡
12068,"North Carolina, USA"
12069,", "
12070,afi/4
12071,"St George, UT"
12072,"Vancouver, Canada"
12073,"Beirut, Lebanon"
12074,"San Fernando, CA"
12075,Shangri-La
12076,"Statesboro, GA"
12077,"Denver, CO"
12078,cp_powerhouse
12079,in a cottage somewhere
12080,"California, USA"
12081,tx ⋮ she/her ⋮ 20
12082,"Los Angeles, CA"
12083,"Bayview, Idaho"
12084,Jamaica..Beaches & Sun!
12085,8⃣0⃣4⃣
12086,Midwest Batcave / Bucks County
12087,😳
12088,I get around
12089,Oh yeah yeah yeah
12090,"Florida, USA "
12091,"s House"", "
12092,Houston
12093,Türkiye
12094,♡
12095,"Charlotte, NC, USA"
12096,South Africa
12097,"Richardson, TX"
12098,"Eatonton, GA Tifton, GA"
12099,Predator Home World
12100,"Chicago, IL"
12101,"North East, England"
12102,United States
12103,"Chicago, IL"
12104,"New York, USA"
12105,TU
12106,she/her
12107,"Maryland, USA"
12108,im gay
12109,"Nueva York, USA"
12110,no idea tbh
12111,london
12112,Oregonia
12113,"San Marcos, TX"
12114,"Austin, Texas"
12115,Mer·i·ca 
12116,"Aquí, allá y en ningún sitio. "
12117,s/h • bi • 🇬🇧
12118,ohio
12119,Cashapp $ellieghicks
12120,"Danville, CA"
12121,"20, gray♡"
12122,Quarantine
12123,Manhattan -  Guayaquil 
12124,"London, England"
12125,Kentucky
12126,"Gainsborough, UK."
12127,"Buenos Aires, Argentina"
12128,percocet palace ..  cult45
12129,Jannatul Firdaus In sha Allah!
12130,Malaysia
12131,"Hyderabad, India"
12132,228
12133,"Atlanta, GA"
12134,"Texas, USA"
12135,"Toronto, Ontario"
12136,London
12137,NY
12138,Where Liberals Dare Not Tread
12139,suncity
12140,"Chicago, IL"
12141,Wales.
12142,Nigeria
12143,Rest In Paradise Alex & George
12144,United States
12145,Everywhere and nowhere at all
12146,"Atlanta, GA"
12147,5x Champion City Texas
12148,• Angel Dust •
12149,United States
12150,Mauritius
12151,"Keller, TX"
12152,kansas city native
12153,Northern Ireland
12154,Somewhere on the spectrum.
12155,"Iowa, USA"
12156,Svg
12157,"Berlin, Deutschland"
12158,"Kalamazoo, MI"
12159,The Dirty Dirty
12160,"Citizen of the world, in TO. "
12161,America
12162,"Salem, OR"
12163,Wonosobo-Yogyakarta
12164,"Cobble Hill, Brooklyn"
12165,"Vermont, USA"
12166,"Tallahassee, FL"
12167,"Victoria Island, Nigeria"
12168,"Kentucky, USA"
12169,Alabama
12170,london
12171,houston
12172,", "
12173,Beautiful NW NJ
12174,Geneva
12175,United States
12176,"Tacoma, WA"
12177,"Stony Brook, NY, USA"
12178,Boston
12179,US
12180,"Houston , Texas"
12181,"Lagos, Nigeria"
12182,"California, USA"
12183,"Hugo, OK"
12184,"Barre, VT"
12185,"PG County, MD"
12186,"California, USA"
12187,"New Orleans, LA"
12188,"New York, USA"
12189,Pioneer Courthouse Square 
12190,Detroit MI
12191,Pluto
12192,"New York, NY"
12193,Genovia 
12194,"Washington, USA"
12195,"Auckland, New Zealand"
12196,"Oakland, CA"
12197,Pennsylvania
12198,وراك
12199,out of this world 
12200,"Sixth Circle, Hell"
12201,United States
12202,United States
12203,"Accra, Ghana"
12204,Onitsha
12205,", "
12206,they/them / 21 / taurus
12207,Black Lives Matter 
12208,Arizona 
12209,"Fullerton, CA"
12210,"Illinois, USA"
12211,United States
12212,"Johannesburg, South Africa"
12213,"Brooklyn, NY"
12214,Around the way.
12215,Republic of Silicon Valley
12216,"Lagos, Nigeria"
12217,standing right behind you
12218,"London, England"
12219,Granada
12220,"Toronto, Ontario"
12221,"Chicago, IL"
12222,"Pretoria, South Africa"
12223,"li, ny"
12224,"Philadelphia, PA"
12225,Ohio
12226,I❤MOM
12227,Just another nut in the bowl
12228,an airplane
12229,Florida
12230,Southern California
12231,Detroit-ish
12232,"Las Vegas, NV"
12233,"Hollywood, FL"
12234,"Ohio, USA"
12235,"Auburn, AL"
12236,nc
12237,"Cape Coast, Ghana"
12238,shawolworld.          she/her
12239,"New Jersey, USA"
12240,"Texas, USA"
12241,california 
12242,maybeinyourheartlol
12243,୨୧Athena Is Queen୨୧
12244,In my dreams
12245,United States
12246,"s heart ♡ "", "
12247,gold cayon az
12248,Classless Society
12249,Brahma Loka
12250,", "
12251,"Brooklyn, NY"
12252,United Kingdom
12253,"Newport, RI"
12254,"Canterbury, England"
12255,"Denver, CO"
12256,Austin
12257,"Las Vegas, NV"
12258,33324
12259,Prospit
12260,Call of Duty Mobile 
12261,"Edmonton, Alberta"
12262,New Orleans
12263,"BInakayan,Kawit,Cavite"
12264,Harford
12265,"Nairobi, Kenya"
12266,"Maryland, USA"
12267,"m a leaf on the wind..."", "
12268,Robertsbridge and London
12269,My Soundproof Dimension
12270,"Rhode Island, USA"
12271,stolen Lenape / Canarsie land
12272,"s dimples | s/h"", "
12273,"Stamford Bridge, England"
12274,"Fort Worth, TX"
12275,Northern California
12276,15 / pan / ♋️
12277,Everywhere
12278,"Wales, United Kingdom"
12279,"Worthing, Sussex, Uk"
12280,Central New York
12281,BLM/ACAB || she/her ∝
12282,"Chicago, IL"
12283,"Wasilla, AK"
12284,"Colorado, USA"
12285,"Tampere, Finland"
12286,Global #ChezaKe
12287,Long Island
12288,United Kingdom
12289,A Pale Blue Dot
12290,"North Carolina, USA"
12291,"Phoenix, AZ"
12292,England
12293,i play joker in smash haha
12294,United States
12295,IL•CA
12296,"Washington, DC"
12297,"Istanbul, Turkey"
12298,"Atlanta, GA"
12299,Texas
12300,"Chicago, IL"
12301,California 
12302,we live for the rush 
12303,"Florida, USA"
12304,Yo Mans house
12305,Somewhere around earth 
